bookId,title,new_isbn,new_author
22613.Simulacra_and_Simulation,Simulacra and Simulation,9780472065219,Jean Baudrillard
116326.Book_Lust,"Book Lust: Recommended Reading for Every Mood, Moment, and Reason",Book not found,Author not found
840043.The_Rise_and_Fall_of_the_Great_Powers,The Rise and Fall of the Great Powers: Economic Change and Military Conflict from 1500 to 2000,Book not found,Author not found
60179.The_Lost_Princess_of_Oz,The Lost Princess of Oz,9798694024419,L. Frank Baum
12312770-four-sisters-all-queens,"Four Sisters, All Queens",9781451633252,Sherry Jones
18002175-once-upon-a-prince,Once Upon a Prince,9780310315483,Rachel Hauck
17774609-girl-with-guitar,Girl with Guitar,9781484835265,Caisey Quinn
662277.Flim_Flam_,"Flim-Flam!: Psychics, ESP, Unicorns, and Other Delusions",Book not found,Author not found
2452383.The_Chimes,The Chimes,9781095146729,Charles Dickens
14742449-another-forgotten-child,Another Forgotten Child,9780007486779,Cathy Glass
1279604.Garcia_Marquez,Garcia Marquez: Cronica de Una Muerte Anuciada,Book not found,Author not found
24937.Wicked,Wicked: The Grimmerie,Book not found,Author not found
106590.Lincoln,Lincoln,5553778492,Carl Sandburg
9490038-beautiful-days,Beautiful Days,9798590832385,Bret Bret Schmeler
9047584-jamie-s-30-minute-meals,Jamie's 30-Minute Meals,9780718154776,Jamie Oliver
13367570-the-forgotten-child,The Forgotten Child,1520841892,Lorhainne Eckhart
121173.The_Far_Side,The Far Side,0786144718,Patrick O'Brian
12846.Fire_from_Within,Fire from Within,9780671492052,Carlos Castaneda
116722.Sahara_Special,Sahara Special,9780439653701,Esme Raji Codell
821380.Myths_to_Live_By,Myths to Live By,0586085289,Joseph Campbell
18053047-maybe-one-day,Maybe One Day,9781484446676,Melissa Kantor
18079501-a-mad-wicked-folly,"A Mad, Wicked Folly",9780142427903,Sharon Biggs Waller
15816410-grave-visions,Grave Visions,1405911697,Kalayna Price
13552225-skin-deep,Skin Deep,9780263887587,Nora Roberts
175827.People_of_the_Lakes,People of the Lakes,0380455757,Richard E. Leakey
3972855-in-the-dark,In the Dark,9798774369331,Ethel Lina White
119030.The_Snow_Garden,The Snow Garden,0786888067,Christopher Rice
249398.Sunshine_Sketches_of_a_Little_Town,Sunshine Sketches of a Little Town,9781443415712,Stephen Leacock
107781.The_Gift,The Gift,9781481247306,O. Henry
22716453-inferno,Inferno,9780393977967,Dante Alighieri
1355465.How_Fiction_Works,How Fiction Works,1607516101,James Wood
17909617-burn,Burn,9798643476191,Jack London
1330198.Kleider_machen_Leute,Kleider machen Leute,3150081653,Gottfried Keller
79649.The_Seagull,The Seagull,0393930939,Joseph Kelly
22585534-max-havelaar,Max Havelaar,9781016403160,Multatuli
8637521-grey-s-awakening,Grey's Awakening,1467973270,Cameron Dane
44766.Purple_Cane_Road,Purple Cane Road,0385488440,James Lee Burke
18691078-attack-on-titan,"Attack on Titan: Before the Fall, Vol. 1",Book not found,Author not found
958521.The_Last_Hellion,The Last Hellion,0061748153,Loretta Lynda Chase
18686776-zero-s-return,Zero's Return,0062493825,Pittacus Lore
21750448-a-french-girl-in-new-york,A French Girl in New York,2957353334,Anna Adams
6871413-the-shadow-project,The Shadow Project,9780061756429,Herbie Brennan
5784403-beauty-and-the-beast,Beauty and the Beast,9798727935750,King Book123
28000.Postcards,Postcards,9780449903131,Pavilion Books
18008075-the-dancing-master,The Dancing Master,9780553135787,Gary Zukav
32377.I_Don_t_Want_To_Be_Crazy,I Don't Want To Be Crazy,9781338337495,Samantha Schutz
7877565-siren-song,Siren Song,1480403733,Eleanor Alice Burford Hibbert
1556093.Ghost_Stories_of_an_Antiquary,Ghost Stories of an Antiquary,9798498397436,Montague Rhodes James
6633798-a-distant-melody,A Distant Melody,9781441207753,Sarah Sundin
13072658-how-to-steal-a-dragon-s-sword,How to Steal a Dragon's Sword,1444941895,Author not found
11607961-never-say-genius,Never Say Genius,0545461499,Dan Gutman
23309553-ruthless,Ruthless,9781740300261,Jerome Preisler
17262197-the-wolves-of-midwinter,The Wolves of Midwinter,9780701188252,Anne Rice
24375711-i-totally-funniest,I Totally Funniest: A Middle School Story,Book not found,Author not found
13702224-river-s-run,River's Run,9780860430339,Norman  Maclean
13642528-the-terrible-thing-that-happened-to-barnaby-brocket,The Terrible Thing That Happened to Barnaby Brocket,9786052854266,John Boyne
24968.Fear_and_Trembling_Repetition,Fear and Trembling/Repetition,9780691020266,Søren Kierkegaard
27539.On_Intelligence,On Intelligence,9781000052527,Sheikh Hasina
595415.The_Ice_Queen,The Ice Queen,0759513481,Alice Hoffman
140524.The_Unexpected_Mrs_Pollifax,The Unexpected Mrs. Pollifax,0449208281,Dorothy Gilman
15803758-mountain-echoes,Mountain Echoes,1432882465,Lauren Wolk
23128387-a-silent-voice-vol-1,"A Silent Voice, Vol. 1",Book not found,Author not found
20454635-the-last-american-vampire,The Last American Vampire,9781455502110,Seth Grahame-Smith
15753060-oleander-girl,Oleander Girl,1451695691,Chitra Banerjee Divakaruni
3479967-through-black-spruce,Through Black Spruce,0297855859,Joseph Boyden
100480.Trouble_with_Trolls,Trouble with Trolls,0399223363,Jan Brett
13456414-a-short-stay-in-hell,A Short Stay in Hell,098374842X,Steven L. Peck
4660.The_158_Pound_Marriage,The 158-Pound Marriage,2020088088,John Irving
77514.Cold_is_the_Grave,Cold is the Grave,9780061840029,Peter Robinson
35449431-mr-fixer-upper,Mr. Fixer Upper,1945631082,Lucy Score
10593913-avengers,Avengers: The Children's Crusade,078513638X,Allan Heinberg
24499258-slade-house,Slade House,1473617375,David Mitchell
39345774-kaas,Kaas,9783293003316,Willem Elsschot
18485945-the-destiny-of-violet-luke,The Destiny of Violet & Luke,0751552623,Jessica Sorensen
13140786-siyah-kan,Siyah Kan,9789759914332,Jean Christophe Grange
36055526-obsession-mine,Obsession Mine,9781631422393,Anna Zaires
34733250-night-of-cake-puppets,Night of Cake & Puppets,9781478988045,Laini Taylor
511718.Dustbin_Baby,Dustbin Baby,0754078280,Jacqueline Wilson
49673.The_Napoleon_of_Notting_Hill,The Napoleon of Notting Hill,9798529363188,Gilbert Keith Chesterton
161402.Three_Lives,Three Lives,0451519051,Gertrude Stein
31371568-havoc,Havoc,9781419122941,Edward Phillips Oppenheim
27415371-baby-doll,Baby Doll,9780811204057,Tennessee Williams
12190368-la-torre-elevada,La torre elevada: Al-Qaeda y los orígenes del 11-S,Book not found,Author not found
37647551-the-tenth-island,"The Tenth Island: Finding Joy, Beauty, and Unexpected Love in the Azores",Book not found,Author not found
30303793-dark-tales,Dark Tales,9780803716728,Ruth Brown
37586799-half-a-king,Half a King,9780804178419,Joe Abercrombie
364550.Two_Treatises_of_Government,Two Treatises of Government,9780451617897,John Locke
1503431.Man_of_the_Family,Man of the Family,9780671554125,Edward Steichen
5982209-under-mr-nolan-s-bed,Under Mr. Nolan's Bed,1463563736,Selena Kitt
4296443-all-the-broken-pieces,All the Broken Pieces,9780545080927,Ann E. Burg
38395454-time-s-convert,Time's Convert,9781643580791,Deborah E. Harkness
26067192-the-girl-from-summer-hill,The Girl from Summer Hill,9780399566837,Jude Deveraux
17788420-safe-word,Safe Word,1573445037,Molly Weatherfield
29519514-broken-prince,Broken Prince,1536684708,Erin Watt
159056.The_Talented_Clementine,The Talented Clementine,0786838701,Sara Pennypacker
22820427-sisters---free-preview-edition,Sisters - Free Preview Edition,Book not found,Author not found
32990975-aqu-estoy,Aquí estoy,9788489714946,María Pilar Clavería Peguero
41043456-lily-y-el-pulpo,Lily y el pulpo,9788433980144,Steven Rowley
32947014-my-champion,My Champion,0515130486,Glynnis Campbell
45046893-oona-out-of-order,Oona Out of Order,9781250236593,Margarita Montimore
13536595-emerald-star,Emerald Star,9780857531063,Jacqueline Wilson
1087173.Chobits_Vol_8,"Chobits, Vol. 8",9781591825883,Clamp
595397.Enthusiasm,Enthusiasm,0198264127,Ronald Arbuthnott Knox
694997.The_Weirdstone_of_Brisingamen,The Weirdstone of Brisingamen,9780001849181,Alan Garner
160943.Martin_s_Big_Words,Martin's Big Words: The Life of Dr. Martin Luther King Jr.,Book not found,Author not found
105490.Fool_s_Puzzle,Fool's Puzzle,9781613161241,Patrick Quentin
875109.The_Raphael_Affair,The Raphael Affair,0575047275,Iain Pears
94803.Frog_and_Toad_Together,Frog and Toad Together,9782211012577,Arnold Lobel
389526.Butterfly,Butterfly,9780634072123,Giacomo Puccini
134203.Between_the_Bridge_and_the_River,Between the Bridge and the River,0811858197,Craig Ferguson
60284.Battle_Angel_Alita_Volume_03,"Battle Angel Alita, Volume 03: Killing Angel",Book not found,Author not found
95619.And_the_Shofar_Blew,And the Shofar Blew,9781869201197,Francine Rivers
34942.The_Tangle_Box,The Tangle Box,185723586X,Terry Brooks
230003.Daring_to_Dream,Daring to Dream,0749938641,Nora Roberts
1110299.For_the_Love_of_Lilah,For the Love of Lilah,9780373096855,Nora Roberts
491230.Courting_Catherine,Courting Catherine,9780263875065,Nora Roberts
247091.Master_of_Desire,Master of Desire,0060876867,Kinley MacGregor
6791619-blood-vines,Blood Vines,9780312363932,Erica Spindler
70509.Absurdistan,Absurdistan,9752894682,Gary Shteyngart
551926.Anarchism_and_Other_Essays,Anarchism and Other Essays,0342774123,Emma Goldman
189400.Mal_de_amores,Mal de amores,8432212679,Ángeles Mastretta
64023.Celebration_of_Discipline,Celebration of Discipline: The Path to Spiritual Growth,Book not found,Author not found
9583173-between-the-sea-and-sky,Between the Sea and Sky,1599904349,Jaclyn Dolamore
7436580-fani-na-terra-da-rainha,Fani na terra da rainha,Book not found,Author not found
438190.Darkspell,Darkspell,0553568884,Katharine Kerr
227920.The_Seduction_of_Water,The Seduction of Water,9780345463500,Carol Goodman
8079815-good-oil,Good Oil,1134431511,Tom Pierre Najem
6335685-within-my-heart,Within My Heart,1610979958,Michael A. Van Horn
7054332-corralled,Corralled,9798484044535,Alejandro Alejandro Corral
840163.Flight_of_the_Old_Dog,Flight of the Old Dog,9780246132734,Dale Brown
240453.The_Promise_in_a_Kiss,The Promise in a Kiss,9780060188887,Stephanie Laurens
84785.The_Overlook,The Overlook,1134393555,Kathryn Moore
5404.Here_I_Stand,Here I Stand: A Life of Martin Luther,ISBN not found,Author not found
971854.Marine_Sniper,Marine Sniper: 93 Confirmed Kills: The Explosive True Story of a Vietnam Hero,Book not found,Author not found
9491739-clean,Clean,9798721869679,Beamish BEL-ESPRIT
10844125-the-christmas-wedding,The Christmas Wedding,031621079X,James Patterson
107790.Killjoy,Killjoy,9785559608945,Julie Garwood
61536.A_Devil_s_Chaplain,"A Devil's Chaplain: Reflections on Hope, Lies, Science, and Love",Book not found,Author not found
85384.The_Centaur,The Centaur,9781587156007,Algernon Blackwood
7704943-the-white-luck-warrior,The White Luck Warrior,9781841495408,R. Scott Bakker
34493.Strata,Strata,9781407035543,Terry Pratchett
3782.Theater_Shoes,Theater Shoes,9780679854340,Noel Streatfeild
35808.The_Golden_Tree,The Golden Tree,2503522971,Carol M. Chattaway
4935682-syren,Syren,9780061924200,Angie Sage
542011.Flashman_and_the_Mountain_of_Light,Flashman and the Mountain of Light,0002711354,George MacDonald Fraser
1734639.Deceptively_Delicious,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,0062008943,Jessica Seinfeld
141270.Ars_ne_Lupin_Gentleman_Thief,"Arsène Lupin, Gentleman-Thief",9781951719470,Maurice Leblanc
237114.Moonlight_Becomes_You,Moonlight Becomes You,9785557126922,Mary Higgins Clark
13060608-the-girl-in-the-clockwork-collar,The Girl in the Clockwork Collar,146031204X,Kady Cross
13583766-shadowhunters-and-downworlders,Shadowhunters and Downworlders: A Mortal Instruments Reader,Book not found,Author not found
17201095-play-with-me,Play with Me,9789573227618,Marie Hall Ets
469959.The_Siege,The Siege,ISBN not found,"Hughes, John"
11724858-where-it-began,Where It Began,9781459219816,Kathleen Pickering
2638786-the-general,The General,9780715202166,Church of Scotland. General Assembly
1742094.A_Daughter_s_Inheritance,A Daughter's Inheritance,9780764204715,Tracie Peterson
125651.The_Beast_from_the_East,The Beast from the East,0785789154,R. L. Stine
922038.Enemy_at_the_Gates,Enemy at the Gates: The Battle for Stalingrad,ISBN not found,William Craig
11356211-darkhouse,Darkhouse,9780008180874,Alex Barclay
511206.The_Lark_and_the_Wren,The Lark and the Wren,1555940005,Mercedes Lackey
176804.The_Black_Gryphon,The Black Gryphon,9781857982374,Mercedes Lackey
9723976-frostbite,Frostbite: The Graphic Novel,Book not found,Author not found
129786.On_the_Other_Side_of_the_Hill,On the Other Side of the Hill,0060249676,Roger Lea MacBride
11026.Barnaby_Rudge,Barnaby Rudge,9781406792546,Charles Dickens
12031726-the-night-the-angels-came,The Night the Angels Came,9780008346669,Cathy Glass
4390.Los_funerales_de_la_Mam_Grande,Los funerales de la Mamá Grande,8420421235,Gabriel García Márquez
130312.The_Autobiography_of_an_Ex_Colored_Man,The Autobiography of an Ex-Colored Man,1530986265,Author not found
113380.Maiden_Voyage,Maiden Voyage,9781702896016,Ingo Potsch
386580.Survival_in_the_Killing_Fields,Survival in the Killing Fields,0786713151,Haing Ngor
169885.Magician_s_Ward,Magician's Ward,0606283862,Patricia C. Wrede
516570.Erewhon,Erewhon,1521144192,Samuel Butler
17979909-gemini,Gemini,0286133032,Rosamunde Pilcher
17404760-one-step-too-far,One Step Too Far,1628441747,Tina Seskis
12840.Second_Ring_of_Power,Second Ring of Power,9780671549954,Carlos Castaneda
18192663-knight-day,Knight & Day,ISBN not found,Doran Dr.
327.Why_Zebras_Don_t_Get_Ulcers,Why Zebras Don't Get Ulcers,9780716732105,Robert M. Sapolsky
576379.This_House_of_Sky,This House of Sky: Landscapes of a Western Mind,Book not found,Author not found
10814.Here_Is_New_York,Here Is New York,0671723650,E. B. White
171471.The_Spine_of_the_World,The Spine of the World,9780786951079,R. A. Salvatore
16003322-honor-student,Honor Student,0999873032,Michael Russell
16122560-a-cottage-by-the-sea,A Cottage by the Sea,1283457334,Ciji Ware
13542772-automate-this,Automate This: How Algorithms Came to Rule Our World,Book not found,Author not found
13455726-mine,Mine,9780140621235,H. Rider Haggard
4515.Las_luces_de_septiembre,Las luces de septiembre,8423637832,Carlos Ruiz Zafón
13419386-danur,Danur,0319204790,Ordnance Survey
145806.Biology,Biology,0123860369,Kwang W. Jeon
5088467-cape-storm,Cape Storm,9780718107178,John Gordon Davis
13547111-the-woman-from-paris,The Woman from Paris,9781451676686,Santa Montefiore
383018.Arms_and_the_Man,Arms and the Man,9780582532533,George Bernard Shaw
682156.Sacred_Sins,Sacred Sins,3453164407,Nora Roberts
17909622-resist,Resist,9780394603391,Albert Camus
10000269-prey,Prey,0060536977,Michael Crichton
8578533-strawberries-for-dessert,Strawberries for Dessert,9781615815500,Marie Sexton
13450545-no-more-wasted-time,No More Wasted Time,9781469905839,Beverly Preston
16130228-light-of-the-world,Light of the World,9780790575612,Phillips Brooks
76816.Cadillac_Jukebox,Cadillac Jukebox,9780786889181,James Lee Burke
9918277-vengeance,Vengeance,0425160394,Nora Roberts
414655.Frisco_s_Kid,Frisco's Kid,1551667592,Suzanne Brockmann
17670636-zero-recall,Zero Recall,9781094310350,Jack Mars
21469302-love-from-both-sides,Love... From Both Sides,9781444768176,Nick Spalding
18068907-court-of-fives,Court of Fives,031636424X,Kate Elliott
7076074-captive-queen,Captive Queen: A Novel of Eleanor of Aquitaine,9780345511881,Alison Weir
8433044-seven-days,Seven Days: Monday → Thursday,Book not found,Author not found
53200.Black_Holes_and_Baby_Universes_and_Other_Essays,Black Holes and Baby Universes and Other Essays,0553095234,Stephen Hawking
30370.Texas_Sage,Texas! Sage,0553804057,Sandra Brown
8665113-demon-song,Demon Song,1429966394,Cat Adams
8472655-the-illumination,The Illumination,1851700455,W. R. Tymms
17201349-de-villa,De villa,ISBN not found,Martín Luis Guzmán
429631.Borderliners,Borderliners,9798603543574,Gerda Wagner
6748269-again-dangerous-visions,"Again, Dangerous Visions",9780385079532,Harlan Ellison
269362.The_Deep_Blue_Good_By,The Deep Blue Good-By,1469298724,John D. MacDonald
2205950.Kirkland_Revels,Kirkland Revels,9993567426,Eleanor Alice Burford Hibbert
26148369-my-brother-s-keeper,My Brother's Keeper,0613462599,Charles Sheffield
552987.A_War_of_Gifts,A War of Gifts,9780765377128,Orson Scott Card
8691338-l-pouse-de-bois,L'épouse de bois,9780765302939,Terri Windling
18135913-veiled-innocence,Veiled Innocence,1335738738,Michelle Smart
20909906-dangerous-lies,Dangerous Lies,9781934755242,Anna Louise Lucia
440496.The_Silver_Crown,The Silver Crown,0575033304,Robert C. O'Brien
2984286-a-rose-for-emily,A Rose for Emily,9780675093248,William Faulkner
46460.Call_for_the_Dead,Call for the Dead,0851191754,John le Carré
10900793-the-crown,The Crown,0415113504,John Ruskin
27819475-obsession,Obsession,9780751508369,Colleen McCullough
25108299-girl-on-a-train,Girl on a Train,9781508647942,A. J. Waines
13571741-si-c-tait-refaire,Si c'était à refaire,9782266244251,Marc Levy
24394424-trust-the-focus,Trust the Focus,185934108X,Author not found
883235.The_Shell_Collector,The Shell Collector,0007146981,Anthony Doerr
