bookId,title,new_isbn,new_author
18580.Summer_of_My_German_Soldier,Summer of My German Soldier,0440900565,Bette Greene
6609758-numbers,Numbers,9798635786420,animail colo
25224799-the-amazing-book-is-not-on-fire,The Amazing Book Is Not on Fire,1101939842,Dan Howell
7977973-i-too-had-a-love-story,I Too Had a Love Story,9788188575701,Ravinder Singh
25200.Silence,Silence,0312924585,Thomas Harris
128092.The_Pigman,The Pigman,9780553235401,Paul Zindel
10607.Black_House,Black House,9780345459251,Stephen King
395962.Kushiel_s_Chosen,Kushiel's Chosen,9780312704650,Jacqueline Carey
179735.The_Girl_Next_Door,The Girl Next Door,0963339745,Jack Ketchum
13580928-perfect-scoundrels,Perfect Scoundrels,9780061773211,Sophia Nash
5454.The_Second_Summer_of_the_Sisterhood,The Second Summer of the Sisterhood,1740519027,Ann Brashares
6506307-blackout,Blackout,9781441875198,Connie Willis
17157681-the-hobbit-part-one,"The Hobbit, Part One",0007235550,JOHN D. RATELIFF
916114.La_vida_es_sue_o,La vida es sueño,9789583002243,Pedro Calderón de la Barca
17262100-the-lowland,The Lowland,1444819844,Jhumpa Lahiri
9534.Shadow_of_the_Hegemon,Shadow of the Hegemon,2841722201,Orson Scott Card
124272.The_Wings_of_the_Dove,The Wings of the Dove,0606192018,Henry James Jr.
5135798-being-nikki,Being Nikki,9780545229920,Meg Cabot
9865.The_Moor_s_Last_Sigh,The Moor's Last Sigh,2264028017,Salman Rushdie
47615.The_Abhorsen_Trilogy_Box_Set,The Abhorsen Trilogy Box Set,Book not found,Author not found
25.I_m_a_Stranger_Here_Myself,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Book not found,Author not found
34503.The_Last_Hero,The Last Hero,9782841722518,Terry Pratchett
32370.Dry,Dry,9781419126123,Christopher Morley
7015403-the-gifts-of-imperfection,The Gifts of Imperfection,9781785043543,Brené Brown
8797.The_Story_of_a_Seagull_and_the_Cat_Who_Taught_Her_to_Fly,The Story of a Seagull and the Cat Who Taught Her to Fly,0439401860,Luis Sepúlveda
20342617-just-mercy,Just Mercy: A Story of Justice and Redemption,1504044762,Worth Books
595375.Annie_on_My_Mind,Annie on My Mind,9780374303662,Nancy Garden
30187.Divine_By_Mistake,Divine By Mistake,9781408914410,P. C. Cast
9637479-dragon-bound,Dragon Bound,074813249X,Thea Harrison
62485.The_Icewind_Dale_Trilogy_Collector_s_Edition,The Icewind Dale Trilogy Collector's Edition,Book not found,Author not found
3373198-veil-of-midnight,Veil of Midnight,0440338174,Lara Adrian
3257136-dewey,Dewey: The Small-Town Library Cat Who Touched the World,Book not found,Author not found
10431447-wildwood,Wildwood,0380977494,James Carlos Blake
15783307-the-perfect-game,The Perfect Game,9781480557758,J. Sterling
132626.On_the_Genealogy_of_Morals_Ecce_Homo,On the Genealogy of Morals / Ecce Homo,9780679724629,Friedrich Nietzsche
41962.Light_a_Penny_Candle,Light a Penny Candle,1429528451,Maeve Binchy
57460.Jayber_Crow,Jayber Crow,9781596444447,Wendell Berry
446.The_Brooklyn_Follies,The Brooklyn Follies,9780312941574,Paul Auster
9864.The_Ground_Beneath_Her_Feet,The Ground Beneath Her Feet,9780783887128,Salman Rushdie
6665671-please-ignore-vera-dietz,Please Ignore Vera Dietz,9780375865640,AS King
478951.The_Bonehunters,The Bonehunters,140908325X,Steven Erikson
11331421-the-art-of-hearing-heartbeats,The Art of Hearing Heartbeats,1611733995,Jan-Philipp Sendker
24968392-beyond-the-kingdoms,Beyond the Kingdoms,010024503X,Rand McNally
43619901-night-of-the-rat,Night of the Rat,0441910793,Debra Doyle
22669832-bright-side,Bright Side,153874662X,Hendrik Groen
19542841-more-happy-than-not,More Happy Than Not,9781484483657,Adam Silvera
12991188-train-dreams,Train Dreams,0896211967,Charlotte Vale Allen
3446.Going_After_Cacciato,Going After Cacciato,9780440530497,Tim O'Brien
6748.A_Supposedly_Fun_Thing_I_ll_Never_Do_Again,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,9781306761673,David Foster Wallace
6547188-black-magic-sanction,Black Magic Sanction,000736637X,Kim Harrison
263985.The_Possibility_of_an_Island,The Possibility of an Island,8416411468,"ORTIN, GERARD/ C. PINO, LUCIA/ SANCHEZ, BARBARA/ DE ANDRES, IRENE/ BARROSO I GIDEONSON/ LAUDO, ALEXANDRA"
8546358-the-peach-keeper,The Peach Keeper,1848949944,Sarah Addison Allen
242472.The_Black_Swan,The Black Swan: The Impact of the Highly Improbable,Book not found,Author not found
86336.The_Paul_Street_Boys,The Paul Street Boys,ISBN not found,ferrenc molnar
8475505-rebel-belle,Rebel Belle,9781592799794,Pamela Cummings
6718608-juliet,Juliet,1505306566,William Shakespeare
169718.Babbitt,Babbitt,9798480153170,Sinclair Lewis
8253.Little_Town_on_the_Prairie,Little Town on the Prairie,9780060565046,Laura Ingalls Wilder
28940.Behind_the_Scenes_at_the_Museum,Behind the Scenes at the Museum,0745138403,Kate Atkinson
16085481-crazy-rich-asians,Crazy Rich Asians,0804171580,Kevin Kwan
9300768-the-heroes,The Heroes,0404014151,Thomas Carlyle
202769.In_the_Night_Garden,In the Night Garden,140590836X,Andrew Davenport
23814.King_Solomon_s_Mines,King Solomon's Mines,9780140621235,H. Rider Haggard
714569.A_Countess_Below_Stairs,A Countess Below Stairs,9780142408650,Eva Ibbotson
106393.The_Coldest_Winter_Ever,The Coldest Winter Ever,1902934261,Sister Souljah
100933.That_Hideous_Strength,That Hideous Strength,0684823853,C. S. Lewis
29800.Scott_Pilgrim_Volume_1,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Book not found,Author not found
23125266-i-let-you-go,I Let You Go,0751554154,Clare Mackintosh
304.Daniel_Deronda,Daniel Deronda,1425045731,George Eliot
56674.Empire_of_the_Sun,Empire of the Sun,3453061241,J. G. Ballard
7576115-i-shall-wear-midnight,I Shall Wear Midnight,1409096300,Terry Pratchett
325128.Kidnapped,Kidnapped,049790005X,Robert Louis Stevenson
28689.Stone_of_Farewell,Stone of Farewell,1101160780,Tad Williams
15985373-emperor-of-thorns,Emperor of Thorns,8445078577,Mark Lawrence
16054811-manuscript-found-in-accra,Manuscript Found in Accra,9502806379,Paulo Coelho
2363958.Grande_Sert_o,Grande Sertão: Veredas,9788571960800,Evelina Hoisel
68984.The_Power_of_Your_Subconscious_Mind,The Power of Your Subconscious Mind,1640953965,Joseph Murphy
18187013-the-raven-king,The Raven King,1407157094,Maggie Stiefvater
299869.I_Am_That,I Am That: Talks with Sri Nisargadatta Maharaj,Book not found,Author not found
63038.The_Man_Who_Laughs,The Man Who Laughs,0552096059,John Creasey
4345290-the-crown-conspiracy,The Crown Conspiracy,9780980003437,Michael Joseph Sullivan Jr.
6819.Ghostwritten,Ghostwritten,9780375724503,David Mitchell
30821598-my-not-so-perfect-life,My Not So Perfect Life,9781410497734,Sophie Kinsella
29751398-the-power,The Power,9781592245208,John Buchan
6316821-first-lord-s-fury,First Lord's Fury,9780748112890,Jim Butcher
93788.Night_Fall,Night Fall,130675562X,Nelson DeMille
180116.Awaken_the_Giant_Within,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Book not found,Author not found
18479831-staying-strong,Staying Strong: 365 Days a Year,9781495485954,Johnna Russell
18172471-the-selection-stories,The Selection Stories: The Prince & The Guard,Book not found,Author not found
26247008-truly-madly-guilty,Truly Madly Guilty,9781925481396,Liane Moriarty
6905012-secret-daughter,Secret Daughter,9781501262562,Shilpi Somaya Gowda
14940.Who_s_Afraid_of_Virginia_Woolf_,Who's Afraid of Virginia Woolf?,0606192123,Edward Albee
12588363-fallen-in-love,Fallen in Love,0375990674,Lauren Kate
4497978-desire-unchained,Desire Unchained,0748126139,Larissa Ione
22020052-it-ain-t-me-babe,"It Ain't Me, Babe",131725726X,Andrea Cossu
27188596-war-storm,War Storm,9789573334859,Victoria Aveyard
25251757-you-will-know-me,You Will Know Me,9780316231084,Megan E. Abbott
13416236-whispers-at-moonrise,Whispers at Moonrise,1250011922,C. C. Hunter
6609714-the-lonely-hearts-club,The Lonely Hearts Club,9780720610208,Dennis Friedman
6647312-nothing,Nothing,3423127546,William Shakespeare
2133827.La_M_canique_du_c_ur,La Mécanique du cœur,2081314320,Author not found
6423.High_Five,High Five,0582298601,Ronald Holt
364089.The_Last_Don,The Last Don,9781441714237,Mario Puzo
7628.The_Good_Soldier,The Good Soldier,9780497257590,Ford Madox Ford
537070.Gregor_and_the_Code_of_Claw,Gregor and the Code of Claw,0739364863,Suzanne Collins
21717.Triptych,Triptych,0520376145,Charles Moorman
6054449-tales-from-a-not-so-fabulous-life,Tales from a Not-So-Fabulous Life,7770705533,Author not found
13363270-just-one-drop,Just One Drop,9781477522981,Quinn Loftis
34275232-the-hazel-wood,The Hazel Wood,9781536453980,Melissa Albert
8407173-jasper-jones,Jasper Jones,1407059696,Craig Silvey
89055.The_House_of_Sleep,The House of Sleep,9788807015373,Jonathan Coe
2199587.Fractured,Fractured,ISBN not found,"Devonshire Royal Hospital (Buxton, Derbyshire, England)"
9413044-everneath,Everneath,9780857074577,Brodi Ashton
10549501-last-breath,Last Breath,1423319125,Mariah Stewart
6736971-the-desert-spear,The Desert Spear,0345524144,Peter V. Brett
47957.Heir_to_the_Shadows,Heir to the Shadows,0451456726,Anne Bishop
15703770-the-runaway-king,The Runaway King,0606356630,Jennifer A. Nielsen
10567183-emblaze,Emblaze,9781402268472,Jessica Shirvington
29981261-the-butterfly-garden,The Butterfly Garden,9781414373904,Maureen Lang
162089.Flawless,Flawless,0470620749,Peter Block
4769247-ashes-of-midnight,Ashes of Midnight,0440338522,Lara Adrian
712731.The_Door_Within,The Door Within,9781982253622,Farali
99085.Lord_Brocktree,Lord Brocktree,1417686480,Brian Jacques
17899696-the-edge-of-always,The Edge of Always,0007536194,J. A. Redmerski
47994.The_Last_Continent,The Last Continent,9788401327926,Terry Pratchett
10073.A_Long_Way_Down,A Long Way Down,9783426615362,Nick Hornby
8837.Wind_Sand_and_Stars,"Wind, Sand and Stars",9781299895485,Antoine de Saint-Exupéry
22674105-china-rich-girlfriend,China Rich Girlfriend,0385682220,Kevin Kwan
13570.Tsubasa,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 1",1417708778,Clamp
13440.Skeleton_Crew,Skeleton Crew,9780808571520,Stephen King
3359940-if-you-re-reading-this-it-s-too-late,"If You're Reading This, It's Too Late",0316113689,Pseudonymous Bosch
281235.Bunnicula,Bunnicula,9788804437291,Deborah Howe
78250.The_Teachings_of_Don_Juan,The Teachings of Don Juan: A Yaqui Way of Knowledge,0671227424,Carlos Castaneda
22297138-the-novice,The Novice,9780708913420,Edith Pargeter
87745.Wish_You_Well,Wish You Well,9022985202,David Baldacci
11281852-kisses-from-katie,Kisses from Katie,1451612060,Katie J. Davis
5015.Saturday,Saturday,1400076196,Ian McEwan
44001.Small_Island,Small Island,0736643761,Bill Bryson
387749.Ben_Hur,Ben-Hur: A Tale of the Christ,9798785109858,Lewis Wallace
125956.Black,Black: The Birth of Evil,9781589267985,Ted Dekker
18304.The_Anti_Christ,The Anti-Christ,ISBN not found,Joseph Fisk
29236299-gemina,Gemina,0553499165,Amie Kaufman
9804779-taltos,Taltos,0345394712,Anne Rice
13137.1st_to_Die,1st to Die,0755323378,James Patterson
20443235-the-winner-s-kiss,The Winner's Kiss,0374384738,Marie Rutkoski
11003.Eleven_on_Top,Eleven on Top,9780375435331,Janet Evanovich
477338.Blue_is_for_Nightmares,Blue is for Nightmares,2226183396,Laurie Faria Stolarz
4538.The_View_from_Saturday,The View from Saturday,9780329618674,E. L. Konigsburg
762476.Kokoro,Kokoro,9781414222608,Lafcadio Hearn
98920.The_Bastard_of_Istanbul,The Bastard of Istanbul,0143112716,Elif Shafak
10165761-quintana-of-charyn,Quintana of Charyn,0763663603,Melina Marchetta
1820716.Gut_gegen_Nordwind,Gut gegen Nordwind,9783552060418,Daniel Glattauer
30653853-the-upside-of-unrequited,The Upside of Unrequited,9780062685964,Becky Albertalli
28243032-we-are-okay,We Are Okay,9780735232013,Nina LaCour
30225.The_Harlequin,The Harlequin,0679727280,Vladimir Nabokov
189147.To_Your_Scattered_Bodies_Go,To Your Scattered Bodies Go,0425037444,Philip José Farmer
12926804-one-for-the-murphys,One for the Murphys,9780142426524,Lynda Mullaly Hunt
92308.The_Importance_of_Being_Earnest_and_Other_Plays,The Importance of Being Earnest and Other Plays,0451518993,Oscar Wilde
397503.I_Served_the_King_of_England,I Served the King of England,009949289X,Bohumil Hrabal
20910157-yes-please,Yes Please,1654992100,Paul Publishing Tea Tasting Journal
890143.The_Clique,The Clique,9798491046270,Émile Gaboriau
12432550-valiant,Valiant,9781404337664,Gertrude Franklin Horn Atherton
627206.The_New_Drawing_on_the_Right_Side_of_the_Brain,The New Drawing on the Right Side of the Brain,0285636642,Betty Edwards
110391.The_Duke_and_I,The Duke and I,9780349429212,Julia Quinn
381112.The_Poetic_Edda,The Poetic Edda,0486140601,Henry Adams Bellows
28588345-the-midnight-star,The Midnight Star,9780141361840,Marie Lu
604635.Na_ve_Super,Naïve. Super,9783462040883,Erlend Loe
785454.Train_to_Pakistan,Train to Pakistan,0394178874,Khushwant Singh
493455.The_Uglies_Trilogy,The Uglies Trilogy,1915304040,Ira Nayman
12900174-the-vincent-boys,The Vincent Boys,9781471401213,Abbi Glines
10054335-rules-of-civility,Rules of Civility,ISBN not found,United States. Supreme Court.
13522957-feral-sins,Feral Sins,1469252457,Suzanne Wright
360455.Pawn_in_Frankincense,Pawn in Frankincense,9780712603959,Dorothy Dunnett
70912.The_Dice_Man,The Dice Man,9780900735004,Luke Rhinehart
6690979-black-butler-vol-1,"Black Butler, Vol. 1",0316080845,Yana Toboso
23058402-the-art-of-being-normal,The Art of Being Normal,0374302375,Lisa Williamson
32191710-astrophysics-for-people-in-a-hurry,Astrophysics for People in a Hurry,9781982591465,Neil deGrasse Tyson
40331.To_the_Nines,To the Nines,0312265867,Janet Evanovich
28374007-three-dark-crowns,Three Dark Crowns,0062385437,Kendare Blake
71252.The_Kindly_Ones,The Kindly Ones,9780006127727,Anthony Powell
1584974.Lord_of_the_Fading_Lands,Lord of the Fading Lands,9781665033091,C. L. Wilson
12866426-taken-at-dusk,Taken at Dusk,0312624697,C. C. Hunter
368593.The_4_Hour_Workweek,The 4-Hour Workweek,9781407061962,Timothy Ferriss
396266.The_Winter_Rose,The Winter Rose,9780007191321,Jennifer Donnelly
420180.The_Little_White_Horse,The Little White Horse,0440407346,Elizabeth Goudge
90475.Teen_Idol,Teen Idol,0060816341,Meg Cabot
29394.Cursor_s_Fury,Cursor's Fury,0748111883,Jim Butcher
26889576-the-big-short,The Big Short: Inside the Doomsday Machine,9780141043531,Michael Lewis
102305.The_Forgotten_Soldier,The Forgotten Soldier,9781515917625,Guy Sajer
2410506.Thanks_for_the_Memories,Thanks for the Memories,9780061706233,Cecelia Ahern
68380.Dragonlance_Chronicles,Dragonlance Chronicles,1932796509,Margaret Weis
12063467-fury,Fury,0075536668,William Faulkner
82751.Chinese_Cinderella,Chinese Cinderella: The True Story of an Unwanted Daughter,Book not found,Author not found
30226.A_Stroke_of_Midnight,A Stroke of Midnight,9781593554279,Laurell K. Hamilton
3300.In_s_of_My_Soul,Inés of My Soul,0809319381,Geneviève Bréton
161426.How_I_Live_Now,How I Live Now,9049920004,Meg Rosoff
99383.Blood_Rites,Blood Rites,1853818062,Barbara Ehrenreich
84146.Dark_Side_of_the_Moon,Dark Side of the Moon,1315131609,Georgy Gounev
6420846-lockdown,Lockdown,9781317793670,Julia Chinyere Oparah
1301.Moneyball,Moneyball: The Art of Winning an Unfair Game,ISBN not found,Author not found
429024.The_Old_Curiosity_Shop,The Old Curiosity Shop,9781556856563,Charles Dickens
43325.Nothing_Lasts_Forever,Nothing Lasts Forever,026167367X,Sidney Sheldon
1591.Lysistrata,Lysistrata,049791333X,Aristophanes
13445306-let-the-sky-fall,Let the Sky Fall,9781134812004,Harlene Hayne
68526.Lords_of_the_North,Lords of the North,0007219687,Bernard Cornwell
3692.The_Heart_of_the_Matter,The Heart of the Matter,0140184961,Graham Greene
69499.The_Wanderer,The Wanderer,1800153597,Debbie Killingworth
18336965-my-heart-and-other-black-holes,My Heart and Other Black Holes,9780062391124,Jasmine Warga
35297426-then-she-was-gone,Then She Was Gone,1784756253,Lisa Jewell
60229.Halo,Halo: The Fall of Reach,9781400101122,Eric S. Nylund
1397743.La_Horde_du_Contrevent,La Horde du Contrevent,9782070342266,Alain Damasio
97411.Letters_from_a_Stoic,Letters from a Stoic,0008590141,Lucius Seneca
12043770-third-grave-dead-ahead,Third Grave Dead Ahead,1250008700,Darynda Jones
287861.Mortal_Engines,Mortal Engines,0439979439,Philip Reeve
46465.The_Chemistry_of_Death,The Chemistry of Death,1504076036,Simon Beckett
18660447-the-fill-in-boyfriend,The Fill-In Boyfriend,1484455142,Kasie West
3974.The_Terror,The Terror,9798775679835,Edgar Wallace
15779.Sideways_Stories_from_Wayside_School,Sideways Stories from Wayside School,0808574434,Louis Sachar
37526.Henry_V,Henry V,0451506294,William Shakespeare
23587984-maybe-not,Maybe Not,9780449000977,Robert Fulghum
34440.Doctor_Faustus,Doctor Faustus,9780872207295,Christopher Marlowe
12254379-1q84-1-2,1Q84 #1-2,8411071154,村上春樹
4837112-percy-jackson-and-the-sword-of-hades,Percy Jackson and the Sword of Hades,0955944686,Terry Deary
385706.Gregor_and_the_Curse_of_the_Warmbloods,Gregor and the Curse of the Warmbloods,0307282678,Suzanne Collins
18170039-the-guard,The Guard,0665852541,Hugh Stowell Scott
116114.From_Here_to_Eternity,From Here to Eternity,9789682200304,James Jones
17927559-fighting-destiny,Fighting Destiny,9781086895247,Michael Regan
142458.Flashman,Flashman,1841593257,George MacDonald Fraser
1237398.One_Piece_Volume_1,"One Piece, Volume 1: Romance Dawn",Book not found,Author not found
444304.The_Field_Guide,The Field Guide,0393674533,Richard H. Bullock
9957.The_Cement_Garden,The Cement Garden,9780330259750,Ian McEwan
15937108-counting-by-7s,Counting by 7s,9781743626535,Holly Goldberg Sloan
760941.When_Rabbit_Howls,When Rabbit Howls,9780525244745,Truddi Chase
12846479-destined,Destined,1504762967,Agatha Christie
40180098-the-overstory,The Overstory,9781980008637,Richard Powers
15676.Strangers,Strangers,9787516824030,Albert Camus
13496738-while-it-lasts,While It Lasts,0820364797,Scott Nadelson
17780.In_the_Heart_of_the_Sea,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Book not found,Author not found
371787.Sorceress_of_Darshiva,Sorceress of Darshiva,0593015649,David Eddings
8150317-deeper-than-midnight,Deeper Than Midnight,1849018766,Lara Adrian
15998621-dinner-with-a-vampire,Dinner with a Vampire,0007503687,Abigail Gibbs
26146630-immortal-matchmakers-inc,"Immortal Matchmakers, Inc.",0996250425,Mimi Jean Pamfiloff
73945.Apology,Apology,ISBN not found,Richard L. Watson Jr.
26025580-the-grownup,The Grownup,9780743232180,Victoria Glendinning
111021.Dawn,Dawn,9781798702048,Eleanor Hodgman Porter
102327.Armor,Armor,9781569311363,Yoshiki Takaya
19095025-play,Play,9781557831859,William Shakespeare
13125234-twice-tempted,Twice Tempted,9780533118984,"Manchee, William."
11449.Cathedral,Cathedral,9780694508761,T. S. Eliot
6854.Three_to_Get_Deadly,Three to Get Deadly,3442445817,Janet Evanovich
8269450-darkest-powers-trilogy,Darkest Powers Trilogy,9780385670517,Kelley Armstrong
673657.Guardians_of_the_West,Guardians of the West,9789132317415,David Eddings
292740.Sleepers,Sleepers,9781377704937,H. G. Wells
10538.The_Life_and_Times_of_the_Thunderbolt_Kid,The Life and Times of the Thunderbolt Kid,1409095800,Bill Bryson
12075.Tractatus_Logico_Philosophicus,Tractatus Logico-Philosophicus,9780710067883,Ludwig Wittgenstein
5191.The_Pilot_s_Wife,The Pilot's Wife,156895686X,Anita Shreve
95622.The_Last_Sin_Eater,The Last Sin Eater,9781414315713,Francine Rivers
68531.The_Archer_s_Tale,The Archer's Tale,0002259656,Bernard Cornwell
118944.American_Born_Chinese,American Born Chinese,159643208X,Gene Luen Yang
6163.The_Border_Trilogy,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",073932067X,Cormac McCarthy
17331518-fracture-me,Fracture Me,0062284835,Tahereh Mafi
13227454-the-unlikely-pilgrimage-of-harold-fry,The Unlikely Pilgrimage of Harold Fry,9781299087002,Rachel Joyce
88061.Dreams_from_My_Father,Dreams from My Father: A Story of Race and Inheritance,Book not found,Author not found
73084.Heaven_Texas,"Heaven, Texas",006118697X,Susan Phillips
2768169-the-underneath,The Underneath,0142427543,Maureen Johnson
25101.Season_of_Mists,Season of Mists,1563891387,Neil Gaiman
17567.A_Girl_of_the_Limberlost,A Girl of the Limberlost,9781934169308,Gene Stratton-Porter
23196.The_River_Why,The River Why,0553344862,David James Duncan
26.The_Lost_Continent,The Lost Continent: Travels in Small Town America,Book not found,Author not found
54492.The_Prisoner_of_Zenda,The Prisoner of Zenda,9781412109093,Anthony Hope
10108463-the-devil-all-the-time,The Devil All the Time,9780099563389,Donald Ray Pollock
42932.Whirlwind,Whirlwind,0749935693,Joseph R. Garber
13369678-the-vincent-brothers,The Vincent Brothers,9788804629740,Abbi Glines
3720975-handle-with-care,Handle with Care,0743296419,Jodi Picoult
1127783.Parce_que_je_t_aime,Parce que je t'aime,9782266276207,Guillaume Musso
5598113-vision-in-white,Vision in White,9781410415370,Nora Roberts
6416903-dark-secrets-1,Dark Secrets 1,9781416994619,Elizabeth Chandler
10798418-why-we-broke-up,Why We Broke Up,1405261366,Daniel Handler
164531.The_Railway_Children,The Railway Children,9798478195335,Edith Nesbit
15547.Magic_Kingdom_for_Sale_Sold,Magic Kingdom for Sale/Sold,9781423350132,Terry Brooks
5171.Drowning_Ruth,Drowning Ruth,038549971X,Christina Schwarz
87640.PostSecret,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Book not found,Author not found
5618698-nice-girls-don-t-have-fangs,Nice Girls Don't Have Fangs,9781469298825,Molly Harper
67006.Los_renglones_torcidos_de_Dios,Los renglones torcidos de Dios,8408262335,Torcuato Luca de Tena
10079321-the-magician-king,The Magician King,0670022314,Lev Grossman
20603820-the-will,The Will,9781425494582,Arthur Schopenhauer
6611038-spider-s-bite,Spider's Bite,1480528293,Jennifer Estep
527823.The_Contortionist_s_Handbook,The Contortionist's Handbook,143329821X,Craig Clevenger
39182872-cut-and-run,Cut and Run,9780786867264,Ridley Pearson
68452.Pani_Jeziora,Pani Jeziora,9781473211605,Andrzej Sapkowski
12522507-hidden,Hidden,9781532916236,George MacDonald
10915.Salem_Falls,Salem Falls,9781416549352,Jodi Picoult
216422.The_Last_Command,The Last Command,9781473583603,Timothy Zahn
318016.The_Mother_Daughter_Book_Club,The Mother-Daughter Book Club,9781416970798,Heather Vogel Frederick
9975679-ashes,Ashes,9780684874357,Frank McCourt
40963358-dhalgren,Dhalgren,155308554X,Samuel R. Delany
10579.Everything_s_Eventual,Everything's Eventual,9788581050409,Stephen King
9888775-catching-jordan,Catching Jordan,1402262299,Miranda Kenneally
15820748-the-prince,The Prince,314046407X,Antoine de Saint-Exupéry
194366.The_Return_of_Sherlock_Holmes,The Return of Sherlock Holmes,9781400115198,Arthur Conan Doyle
25905.Beneath_the_Wheel,Beneath the Wheel,9780312422301,Hermann Hesse
31331.Blood_Canticle,Blood Canticle,037541200X,Anne Rice
11472.We_Wish_to_Inform_You_That_Tomorrow_We_Will_Be_Killed_with_Our_Families,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,9780374286972,Philip Gourevitch
9415951-forgotten,Forgotten,1447235843,David Baldacci
11112619-fever,Fever,9780606356480,Jeff Kinney
97486.The_Crow,The Crow,9781428031272,George Barr McCutcheon
345299.Midnight_Tides,Midnight Tides,9781409083221,Steven Erikson
2152871.Kushiel_s_Mercy,Kushiel's Mercy,0446537454,Jacqueline Carey
34890015-factfulness,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Book not found,Author not found
28247.Voice_of_the_Gods,Voice of the Gods,9781841493886,Trudi Canavan
7853137-think-of-a-number,Think of a Number,9781000138184,M.E. Lines
12042279-darker-after-midnight,Darker After Midnight,034553087X,Lara Adrian
439275.Princess_in_the_Spotlight,Princess in the Spotlight,9780786248452,Meg Cabot
125502.What_I_Loved,What I Loved,9798503335545,100 Reasons What I. Love About You Press
103342.Stolen_Lives,Stolen Lives: Twenty Years in a Desert Jail,9780786886302,Malika Oufkir
23349901-percy-jackson-s-greek-heroes,Percy Jackson's Greek Heroes,9788498388282,Rick Riordan
505304.The_Poky_Little_Puppy,The Poky Little Puppy,9780375841385,Janette Sebring Lowrey
17332969-the-100,The 100,0759590834,D. A. Benton
2152.The_Jane_Austen_Book_Club,The Jane Austen Book Club,9780399151613,Karen Joy Fowler
15320.Exquisite_Corpse,Exquisite Corpse,9780752802053,Poppy Z. Brite
6058042-bad-moon-rising,Bad Moon Rising,9780825672699,Hank Bordowitz
33722.The_Undomestic_Goddess,The Undomestic Goddess,9866996239,Sophie Kinsella
2186848.The_Absolute_Sandman_Volume_Three,"The Absolute Sandman, Volume Three",Book not found,Author not found
52251.Claudius_the_God_and_His_Wife_Messalina,Claudius the God and His Wife Messalina,0679725733,Robert Graves
165030.Anybody_Out_There_,Anybody Out There?,1842232363,Marian Keyes
25932.Lost_Illusions,Lost Illusions,9781000777604,Malcolm Cross
24453082-big-magic,Big Magic: Creative Living Beyond Fear,Book not found,Author not found
17465515-the-story-of-a-new-name,The Story of a New Name,1787535169,Elena Ferrante
2798094-swallowing-darkness,Swallowing Darkness,9780345495938,Laurell K. Hamilton
300225.Bloodline,Bloodline,5702008723,Sidney Sheldon
10964693-the-marriage-plot,The Marriage Plot,9781250014764,Jeffrey Eugenides
18043539-les-fianc-s-de-l-hiver,Les Fiancés de l'Hiver,2070469212,Christelle Dabos
1111.The_Power_Broker,The Power Broker: Robert Moses and the Fall of New York,0394480767,Robert A. Caro
21466317-central-park,Central Park,8845280373,Guillaume Musso
22910900-the-rest-of-us-just-live-here,The Rest of Us Just Live Here,9781406361797,Patrick Ness
73095.Dream_a_Little_Dream,Dream a Little Dream,9781497657373,Piers Anthony
143727.Pirates_,Pirates!,9798405290041,Aylward Edward Dingle
1633.Getting_Things_Done,Getting Things Done: The Art of Stress-Free Productivity,ISBN not found,David Allen
3873.A_History_of_God,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",9781504044035,Worth Books
443103.Moominland_Midwinter,Moominland Midwinter,9780380007486,Tove Jansson
422728.The_Unknown_Soldier,The Unknown Soldier,0593052595,Gerald Seymour
42771754-supernova,Supernova,1912882485,Zydrunas Milciukas
97961.Archangel,Archangel,9781520854427,Arthur Conan Doyle
63580.Message_from_Nam,Message from Nam,9780385299077,Danielle Steel
425029.Presumed_Innocent,Presumed Innocent,9780140128994,Scott Turow
230514.The_Notebook_The_Proof_The_Third_Lie,"The Notebook, The Proof, The Third Lie: Three Novels",Book not found,Author not found
128066.The_Pianist,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",ISBN not found,Author not found
40492305-the-killer-collective,The Killer Collective,1503900959,Barry Eisler
44687.Enchanters_End_Game,Enchanters' End Game,9780345338716,David Eddings
231562.The_Enemy,The Enemy,1426438559,William Makepeace Thackeray
94578.The_Gay_Science,The Gay Science,9780341816485,Eneas Sweetland Dallas
16176440-we-are-all-completely-beside-ourselves,We Are All Completely Beside Ourselves,9781782830207,Karen Joy Fowler
38315.Fooled_by_Randomness,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Book not found,Author not found
17156015-beauty-from-pain,Beauty from Pain,148234873X,Georgia Cates
